290,936,327,1004,8,313,971
1854,921,1886,968,8,1866,938
871,655,951,754,8,911,705
394,600,519,739,8,449,675
352,474,427,592,8,394,542
8,445,170,732,1,68,571
320,443,379,502,8,349,472
725,414,938,673,1,808,518
346,400,386,434,8,366,417
1396,399,1451,456,8,1424,427
1263,391,1435,627,1,1278,561
879,382,1208,649,1,1027,514
580,378,617,424,8,598,401
441,189,467,242,8,454,215
0,149,25,196,8,1,171
709,142,752,183,8,730,162
638,133,681,178,8,660,155
0,77,30,136,8,0,110
47,67,155,132,1,106,100
0,7,77,92,8,47,65
1852,0,1920,86,8,1894,37
1659,0,1726,54,8,1693,27
1527,0,1594,47,8,1540,1
1041,0,1100,41,1,1081,2
778,0,811,8,8,794,4
373,0,436,71,1,394,2
293,0,399,122,8,353,76
295,0,345,32,1,330,1
