1725,506,1759,549,8,1742,528
825,506,872,543,8,848,524
1277,479,1295,503,8,1286,491
1396,462,1464,519,8,1430,491
1632,456,1675,493,8,1653,475
1348,439,1403,493,8,1375,466
836,412,906,476,8,871,444
1214,409,1244,471,8,1229,440
740,399,778,443,8,759,421
451,395,479,420,8,465,407
855,394,883,419,8,869,407
565,378,591,405,8,578,391
192,375,219,399,8,205,387
850,374,871,407,8,860,390
625,364,659,396,8,642,380
738,348,778,389,8,758,369
1174,348,1268,429,1,1221,388
486,340,505,362,8,495,351
413,340,490,392,8,452,366
326,337,342,359,8,334,348
341,325,398,390,1,382,363
792,281,865,340,1,829,310
555,0,583,20,8,569,10
