1678,558,1712,577,8,1695,567
1352,543,1397,586,8,1374,564
1588,535,1624,560,8,1606,547
1508,527,1549,555,8,1528,541
1056,522,1095,561,8,1075,541
1373,521,1393,545,8,1383,533
1276,498,1329,544,8,1302,521
911,491,951,538,8,931,514
1243,480,1273,532,8,1258,506
1097,476,1115,506,8,1106,491
1318,464,1392,542,8,1355,503
985,433,1068,545,1,1019,484
661,432,711,477,8,686,454
613,422,651,474,8,632,448
1066,416,1090,443,8,1078,429
213,372,269,419,8,241,395
522,370,655,454,1,611,416
642,345,666,372,8,654,359
99,330,135,358,8,117,344
163,326,198,362,8,180,344
330,321,359,363,8,345,342
32,292,80,362,8,56,327
