993,1068,1018,1088,8,1005,1078
294,1066,312,1082,8,303,1074
186,1060,204,1084,8,195,1072
187,1043,209,1058,8,198,1051
89,1023,118,1050,8,103,1036
1061,958,1136,1059,8,1099,1008
269,936,327,1014,1,298,974
0,831,117,937,8,106,839
587,795,617,831,8,602,813
1806,738,1844,794,1,1825,766
970,722,1038,774,8,1003,748
257,719,272,737,8,264,728
277,700,297,724,8,287,712
1005,638,1059,704,1,1032,671
1097,576,1120,592,8,1109,584
433,572,464,610,8,448,591
1240,566,1391,685,8,1315,625
574,561,592,577,8,583,569
1333,557,1350,586,8,1341,571
1756,555,1777,568,8,1766,561
277,502,341,558,1,309,530
745,498,843,578,8,794,538
439,495,498,558,8,468,526
1237,488,1249,513,8,1243,501
1752,412,1812,499,8,1781,455
807,403,832,413,8,820,408
286,394,353,493,8,319,443
427,383,514,471,8,471,427
1766,344,1828,378,1,1797,361
1052,344,1068,361,8,1060,352
986,311,1042,364,1,1013,337
272,310,295,334,8,283,322
611,239,638,249,8,624,244
461,224,539,266,8,500,245
1715,198,1776,281,8,1745,240
546,194,562,209,8,554,201
1824,184,1835,210,8,1829,197
277,178,334,231,1,305,204
1561,8,1627,97,8,1594,52
1128,5,1243,123,8,1186,63
1834,0,1896,26,8,1864,13
954,0,999,18,1,976,9
