1076,47,1104,67,8,1090,57
1084,74,1108,95,8,1096,84
1123,176,1157,197,8,1140,186
1526,259,1547,313,8,1535,277
1800,298,1820,318,8,1810,308
1649,656,1688,723,8,1671,683
1289,814,1321,840,8,1314,828
748,147,792,200,8,763,179
219,58,273,81,8,253,70
60,155,97,186,8,83,172
47,333,70,361,8,60,345
874,847,964,951,1,878,889
358,822,413,873,8,385,847
595,800,668,859,8,631,829
922,998,941,1014,8,931,1006
1105,880,1124,900,8,1114,890
1701,215,1726,232,8,1714,223
986,176,1062,304,1,1009,234
891,629,975,727,1,902,668
811,1000,840,1087,1,830,1043
916,337,1012,559,1,946,450
