921,822,938,844,8,929,833
920,777,946,811,8,933,794
859,616,873,636,8,866,626
888,593,935,645,8,911,619
943,586,989,624,8,966,605
939,561,959,577,8,949,569
959,543,978,557,8,968,550
1000,486,1023,506,8,1012,496
1019,442,1035,463,8,1027,453
976,421,997,441,8,986,431
898,411,979,523,1,938,467
920,362,964,389,8,942,376
971,284,1065,392,8,1018,338
989,227,1025,268,8,1007,247
865,172,912,241,8,888,206
1049,167,1065,184,8,1057,175
1015,144,1042,178,8,1028,161
1089,26,1125,47,8,1107,37
769,1009,797,1047,8,781,1046
725,1014,768,1065,8,743,1044
