1307,1044,1340,1088,1,1323,1066
1131,915,1147,932,8,1139,924
544,880,556,913,8,550,896
287,873,313,926,1,300,899
1207,842,1220,863,8,1214,853
1095,700,1208,804,8,1152,752
1350,661,1364,679,8,1357,670
401,549,426,562,8,413,555
1036,528,1067,545,8,1051,536
887,446,912,498,1,899,472
798,419,826,429,8,812,424
660,382,673,409,8,666,396
1771,381,1814,430,1,1793,406
1720,357,1743,377,8,1732,367
1701,304,1732,326,8,1716,315
1542,269,1560,288,8,1551,278
1529,239,1582,277,8,1555,258
682,159,733,190,1,707,174
5,109,19,128,8,12,119
1021,79,1043,93,8,1032,86
1529,51,1595,93,1,1562,72
575,15,585,42,8,580,28
551,0,577,19,8,564,9
479,0,522,50,8,500,25
