2,180,42,241,8,22,210
14,238,97,280,8,55,259
61,189,112,258,8,86,224
287,132,332,198,8,310,165
504,382,733,537,8,609,507
599,267,648,327,8,623,297
572,971,664,1060,8,618,1015
676,952,749,1039,8,712,996
1296,821,1372,887,8,1334,854
1275,897,1319,950,8,1297,923
1210,936,1264,989,8,1237,962
1362,546,1415,566,8,1388,556
1277,133,1357,209,8,1317,171
1527,303,1624,372,8,1575,337
1745,581,1769,621,8,1757,601
1650,764,1741,847,8,1695,806
1650,901,1691,948,8,1670,925
0,201,563,846,1,221,529
23,599,211,935,1,36,630
590,270,989,800,1,797,580
454,492,590,893,1,519,582
861,282,1459,793,1,1185,607
1732,1036,1846,1088,8,1789,1062
