522,855,562,893,8,542,874
1093,853,1108,882,8,1100,867
1262,742,1287,764,8,1275,753
1103,726,1131,762,8,1117,744
1020,705,1041,726,8,1030,716
1741,659,1762,684,8,1752,672
137,650,155,667,8,146,659
1510,627,1604,724,1,1544,688
926,575,1117,709,1,1007,677
417,570,442,597,8,429,583
1090,568,1353,758,1,1224,718
1553,542,1627,641,8,1589,590
1343,535,1362,567,8,1353,551
136,532,188,571,8,158,550
144,515,361,700,1,270,650
1359,495,1427,514,8,1393,504
610,487,864,760,1,775,667
0,474,125,699,1,48,643
1864,416,1886,436,8,1875,426
293,348,313,424,8,303,386
191,337,227,365,8,209,351
864,267,895,298,8,873,280
368,247,395,315,8,382,281
1670,141,1694,173,8,1682,157
1849,100,1893,159,8,1871,129
629,89,651,107,8,640,98
204,34,230,62,8,217,48
1396,26,1436,78,8,1412,76
471,0,493,15,8,474,4
1824,922,1843,949,8,1827,947
