452,1059,470,1078,8,461,1068
116,1030,154,1088,8,135,1059
184,1011,201,1032,8,192,1021
1544,961,1622,1027,8,1583,994
1239,927,1250,966,8,1244,946
132,868,154,881,8,143,875
252,859,262,885,8,257,872
1661,828,1722,868,8,1691,848
1483,810,1502,841,8,1492,825
153,763,173,781,8,163,772
229,753,241,776,8,235,765
1446,733,1466,750,8,1456,741
1872,732,1887,750,8,1880,741
488,716,498,765,8,493,740
360,671,374,691,8,367,681
834,655,850,675,8,841,665
92,622,237,723,8,164,673
839,609,854,635,8,846,622
1318,536,1347,549,8,1332,543
1021,520,1032,543,8,1026,531
316,502,329,542,8,322,522
1089,499,1111,511,8,1100,505
1096,479,1115,496,8,1105,487
1148,478,1170,490,8,1159,484
960,466,1005,539,1,982,502
867,448,926,519,8,897,483
0,414,54,456,1,27,435
730,411,805,542,8,767,476
722,408,754,451,8,738,429
814,305,834,336,8,824,320
1103,294,1136,377,8,1119,335
54,262,77,279,8,66,271
780,250,833,308,1,806,278
1712,210,1746,270,1,1729,240
298,209,322,262,8,310,235
1591,195,1620,208,8,1606,201
908,165,944,256,8,926,210
597,138,609,162,8,603,150
106,119,149,146,8,128,132
931,118,948,133,8,940,125
373,111,389,128,8,381,120
1362,77,1382,94,8,1372,85
310,64,322,86,8,316,75
1439,11,1471,27,8,1454,19
