1792,601,1842,625,8,1817,613
1786,586,1802,603,8,1794,594
891,582,969,660,8,930,621
1718,571,1742,599,8,1730,585
1687,528,1732,562,8,1709,544
1320,526,1356,565,8,1338,545
1224,522,1310,574,8,1267,548
1442,507,1570,619,8,1506,563
831,506,862,571,8,846,539
1414,505,1443,555,8,1428,530
1789,498,1834,591,8,1811,544
926,490,1002,588,8,964,539
883,467,922,518,8,902,492
32,465,91,521,8,62,493
600,465,638,508,8,619,486
670,460,709,510,8,689,485
805,455,844,490,8,824,472
1373,450,1427,507,8,1400,478
704,444,754,496,8,729,470
942,443,1046,559,8,994,501
283,419,302,449,8,293,434
523,389,603,503,8,563,446
1205,387,1418,531,1,1292,476
898,324,975,452,1,929,411
328,268,595,576,1,489,444
1363,567,1389,592,8,1376,580
