589,1066,610,1088,8,600,1077
1304,1023,1329,1046,8,1316,1034
1329,951,1357,964,8,1343,957
1421,917,1469,1001,1,1445,959
1038,894,1072,920,8,1055,907
1759,860,1782,891,8,1771,875
0,841,24,883,8,12,862
573,833,621,863,8,597,848
197,741,276,834,1,236,788
502,727,525,753,8,514,739
1185,711,1260,814,1,1222,763
1687,611,1716,628,8,1701,619
140,567,163,592,8,152,580
1445,509,1474,533,8,1459,521
0,500,35,562,1,17,531
348,466,365,489,8,356,477
885,440,910,460,8,898,450
1153,439,1179,462,8,1166,451
900,420,1000,533,1,950,476
1690,392,1712,405,8,1701,398
487,340,515,380,8,501,360
1199,324,1236,366,8,1218,345
1423,244,1438,266,8,1430,255
642,146,660,177,8,651,162
1084,80,1116,99,8,1099,89
1138,73,1170,96,8,1154,84
748,17,779,31,8,763,24
