856,1046,918,1072,8,887,1059
565,1026,590,1048,8,577,1037
516,1009,538,1036,8,527,1022
81,896,94,917,8,87,906
1273,846,1311,911,8,1292,878
1481,826,1507,870,8,1494,848
1697,781,1714,800,8,1705,790
1857,771,1875,791,8,1866,781
596,764,614,801,8,605,782
1908,647,1920,676,8,1914,661
1410,628,1451,649,8,1430,639
771,614,798,636,8,784,625
1345,572,1370,591,8,1358,581
1455,509,1487,532,8,1471,521
1238,453,1263,475,8,1250,464
1300,436,1396,508,1,1348,472
1152,419,1178,440,8,1165,430
1623,414,1682,551,1,1652,483
604,382,661,455,1,633,419
1776,365,1790,383,8,1783,374
874,360,959,508,1,916,434
1453,357,1485,380,8,1469,369
159,347,287,451,1,223,399
1414,213,1487,276,8,1450,245
1757,139,1787,169,1,1772,154
1586,11,1601,35,1,1593,23
