1891,1066,1920,1088,1,1919,1088
316,1057,338,1088,1,327,1072
1752,1030,1833,1088,1,1819,1088
1110,1023,1169,1078,8,1140,1050
1529,941,1608,1001,8,1568,971
1243,919,1260,957,8,1251,938
75,907,129,944,8,112,935
632,854,772,978,8,726,931
1174,817,1234,883,1,1195,848
880,793,1110,1002,1,993,905
1282,693,1382,766,1,1332,729
999,680,1307,935,1,1154,816
53,658,76,672,8,65,664
487,652,513,670,8,500,661
0,625,74,731,1,0,702
1033,521,1076,567,8,1055,544
663,507,696,531,8,680,519
1435,502,1670,748,1,1526,654
24,501,74,533,8,49,517
879,486,923,532,8,901,509
934,472,976,518,8,955,495
1234,458,1270,478,8,1252,468
1151,413,1171,437,8,1161,425
262,407,413,569,1,361,518
1032,393,1048,413,8,1040,403
1869,381,1920,429,1,1919,402
1284,347,1308,379,8,1296,363
451,316,682,517,1,605,440
692,277,953,477,1,785,379
735,235,779,269,8,757,252
1209,221,1232,254,8,1220,237
889,217,1046,369,1,964,316
852,173,859,217,8,856,195
1019,104,1234,308,1,1128,234
1852,41,1884,86,8,1868,63
114,0,284,150,1,230,83
