1753,977,1777,990,8,1765,983
1238,827,1321,902,8,1280,864
1132,772,1164,800,8,1148,786
1044,706,1097,793,1,1070,749
1184,691,1253,754,8,1218,722
1163,680,1209,764,1,1186,722
867,532,918,595,8,893,563
796,492,913,556,1,854,524
845,460,905,511,8,875,485
790,377,839,417,8,815,397
722,335,764,379,8,743,357
671,322,732,397,8,701,360
561,225,639,279,1,600,252
439,220,497,278,8,468,249
509,183,519,217,8,514,200
486,94,559,143,8,523,118
432,86,466,107,8,449,96
381,54,416,109,8,398,81
287,0,340,24,1,313,12
