812,512,827,530,8,820,521
1027,480,1132,592,8,1079,536
1880,474,1898,497,8,1889,486
1078,470,1098,492,8,1088,481
570,459,632,535,8,601,497
1454,458,1546,555,8,1482,522
645,457,732,544,8,688,501
130,451,154,469,8,142,460
603,439,621,461,8,612,450
1013,433,1044,461,8,1028,447
586,417,603,453,1,594,435
1043,398,1058,426,8,1051,412
862,387,1115,565,1,989,476
332,380,373,454,8,352,417
8,372,110,474,8,58,423
611,362,697,424,8,646,406
1066,31,1085,58,8,1075,44
582,419,685,511,1,634,465
188,427,311,513,8,250,471
1204,384,1469,617,8,1307,501
1541,497,1637,536,8,1585,508
1714,544,1734,559,8,1724,551
1770,542,1788,557,8,1779,549
