284,528,337,582,8,311,555
394,527,439,560,8,417,543
547,482,571,517,8,559,500
29,479,62,515,8,46,497
207,477,253,535,8,230,506
408,471,449,507,8,428,489
566,464,592,507,8,579,485
322,451,374,501,8,348,476
143,449,168,476,8,156,462
101,442,138,512,1,120,476
280,438,298,459,8,289,448
1179,436,1212,465,1,1195,450
729,435,758,476,8,744,456
254,425,267,445,8,260,435
1344,423,1429,520,8,1386,471
1694,422,1718,437,8,1706,429
923,415,977,492,8,950,454
1665,361,1684,385,1,1674,373
1843,342,1884,366,8,1863,354
1756,339,1803,392,8,1779,366
1660,334,1668,365,1,1664,349
1285,424,1331,440,1,1308,432
