281,1051,328,1088,1,304,1069
735,992,750,1016,8,743,1004
1516,992,1574,1066,1,1545,1029
359,911,377,942,8,368,926
1608,827,1630,851,8,1619,839
571,798,618,845,1,594,821
1797,771,1844,840,1,1820,805
529,766,545,786,8,537,776
508,628,527,651,8,518,639
1424,616,1455,636,8,1440,626
889,535,961,582,1,925,559
1550,413,1557,475,8,1554,444
1088,371,1108,390,8,1098,381
484,367,504,392,8,494,380
25,366,39,385,8,32,375
171,357,186,379,8,178,368
660,339,763,442,8,672,363
1036,251,1099,328,8,1068,289
1448,214,1467,235,8,1457,224
297,177,324,209,8,311,193
1355,126,1395,209,1,1375,167
216,106,261,183,1,239,144
