1426,498,1536,567,8,1481,533
1619,498,1718,573,8,1669,535
902,469,935,503,8,918,486
652,466,763,579,8,708,523
1049,454,1097,507,8,1073,481
967,448,988,471,8,977,459
998,434,1021,468,8,1010,451
666,405,744,473,8,724,418
1059,398,1103,454,8,1080,426
609,394,679,434,8,644,414
938,387,954,407,8,946,397
1225,381,1282,459,8,1253,419
643,370,662,387,8,653,378
0,362,16,382,8,8,372
491,353,525,382,8,508,367
367,336,423,384,8,395,360
66,334,90,372,8,78,353
353,331,366,350,8,360,340
734,325,904,579,8,819,452
879,316,1054,490,1,938,440
511,310,523,342,8,517,326
136,338,156,357,8,146,348
552,1,583,35,8,572,19
