1340,1067,1379,1088,8,1360,1078
336,1062,357,1088,1,346,1075
1186,1057,1288,1088,8,1277,1069
114,1028,133,1051,8,123,1039
1513,1022,1700,1088,8,1697,1074
0,973,13,1001,8,6,987
1380,838,1392,885,8,1386,862
1797,803,1843,830,1,1820,816
254,798,278,820,8,266,809
1362,731,1380,758,8,1371,744
1652,588,1671,609,8,1661,598
601,579,630,607,8,615,593
1680,455,1791,535,1,1736,495
913,454,974,535,1,943,494
159,443,223,517,1,191,480
739,228,809,293,8,774,260
80,110,179,201,1,129,155
1556,90,1622,174,1,1589,132
