421,1018,471,1080,8,446,1049
1315,960,1373,1024,1,1344,992
1671,947,1687,966,8,1679,957
219,911,233,930,8,226,921
1706,782,1721,802,8,1714,792
1448,751,1557,865,8,1502,808
1032,742,1051,771,8,1041,756
487,739,501,760,8,494,749
182,733,239,807,1,211,770
1869,727,1891,751,1,1880,739
1742,704,1760,723,8,1751,714
767,690,792,705,8,779,697
1035,641,1101,691,1,1068,666
247,519,286,545,8,266,532
778,346,828,401,1,802,373
1694,336,1749,382,8,1721,359
1843,300,1891,371,8,1867,335
777,223,785,267,1,781,245
1632,147,1684,189,1,1658,168
402,145,417,169,8,409,157
552,64,617,116,1,584,90
1161,54,1258,137,1,1209,96
