0,72,36,141,1,1,98
0,349,21,373,8,10,361
142,209,171,235,8,156,222
221,429,243,452,8,232,440
241,490,289,539,8,265,514
300,361,333,390,8,316,376
385,240,413,278,8,399,259
447,417,469,454,8,458,435
602,98,633,121,8,617,110
644,514,668,548,8,656,531
777,314,851,386,8,814,350
934,122,955,153,8,944,137
951,258,969,277,8,960,267
1055,317,1080,340,8,1067,328
1069,441,1095,460,8,1082,450
1158,111,1178,130,8,1168,120
1257,32,1276,48,8,1266,40
1242,20,1256,38,8,1249,29
1600,12,1642,50,8,1621,31
1528,130,1554,148,8,1541,139
1548,207,1570,229,8,1559,218
1608,688,1628,705,8,1618,696
1402,1012,1423,1032,8,1412,1022
445,244,695,517,1,576,445
1685,783,1813,914,1,1731,863
134,140,374,412,1,285,309
889,483,1154,718,1,1039,660
1320,659,1540,786,1,1420,745
0,155,126,272,1,86,259
321,289,424,407,1,401,375
661,363,812,576,1,742,529
674,695,696,746,8,685,721
