901,1059,917,1080,8,909,1070
1365,1031,1408,1071,1,1387,1051
472,1029,524,1084,1,498,1057
403,985,424,1005,8,413,995
143,978,172,993,8,158,986
1133,968,1145,993,8,1139,980
1536,941,1557,959,8,1546,950
230,910,242,933,8,236,921
49,873,114,971,8,81,922
272,782,308,803,1,290,793
638,750,667,767,8,653,758
243,748,283,782,1,263,765
1090,696,1138,753,1,1114,725
655,651,670,671,8,662,661
917,487,962,534,1,940,511
43,462,99,518,1,71,490
1872,355,1920,444,8,1896,399
1833,347,1888,407,8,1860,377
1694,250,1739,285,1,1716,267
147,214,163,235,8,155,225
673,170,727,204,1,700,187
1455,0,1501,37,1,1478,18
