98,254,175,378,8,136,316
94,1012,130,1034,8,111,1023
838,129,946,274,8,892,201
922,105,1041,217,8,982,161
1053,784,1153,869,8,1103,826
1284,986,1349,1046,8,1316,1016
1819,393,1858,437,1,1839,415
1409,586,1502,647,8,1456,616
1436,677,1518,769,8,1477,722
1551,597,1619,657,8,1585,627
1721,630,1751,677,8,1736,654
1691,910,1804,989,8,1747,949
1090,386,1165,520,1,1128,474
847,438,901,571,1,868,518
1591,424,1657,489,1,1628,458
1476,519,1550,557,8,1513,538
1444,1027,1568,1088,8,1502,1081
