754,551,777,571,8,765,561
662,492,675,518,8,668,504
1289,483,1310,501,8,1299,492
813,480,835,498,8,824,489
1090,456,1171,501,1,1131,478
237,456,254,471,8,245,463
1240,455,1254,475,8,1247,465
1310,454,1327,480,8,1319,467
663,439,709,464,8,686,452
1306,437,1327,451,8,1316,444
629,435,653,460,8,641,448
602,434,626,449,8,614,441
1553,426,1573,445,8,1563,435
516,422,536,444,8,526,433
702,417,718,438,8,710,427
466,414,487,439,8,476,426
1380,398,1398,423,8,1389,411
1360,398,1385,438,8,1372,418
1406,390,1432,400,8,1419,395
1429,362,1450,390,8,1440,376
546,362,634,528,1,591,471
1708,356,1724,377,8,1716,366
621,347,675,423,8,648,385
998,345,1095,519,1,1052,466
725,509,744,543,8,735,526
1281,441,1293,476,8,1287,459
1306,382,1329,398,8,1317,390
1418,400,1451,434,8,1435,417
1619,411,1633,431,8,1626,421
1556,925,1570,946,8,1563,936
811,932,833,961,8,822,947
644,962,660,985,8,652,973
